Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.5349,6.6144,5.8737,6.3107,7.4690,4.0779,7.5445,8.8755,2.1207,9.1138,6.6317,8.0157,11.2007,1.1429,-4.3476,6.9002,5.6026,2.8160,5.6389,4.5893,1.6181,2.1354,-0.1731,-1.8800,2.8074,4.1410,6.3814,7.4891,6.4406,3.9505,4.3682,1.0895,-2.0433,0.9648,4.2828,3.5042,4.4009,4.8080,3.9066,3.8162,1.9437,0.7709,-0.9305,1.7887,0.7818,1.6250,2.5066,0.3192,-3.1221,1.7376,-1.6962,-4.0573,-0.9226,0.7922,1.7920,2.0195,3.5063,2.8493,2.6828,-8.3005,5.7374,6.8275,2.2613
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.0417,8.3233,8.6510,7.0609,9.2048,7.4991,6.2232,5.1804,9.3752,8.3979,6.3654,7.1736,6.3449,2.9174,-0.6546,6.2431,5.9507,6.9319,7.9068,4.2435,1.1479,-1.5566,-2.3420,5.9287,3.0974,4.9774,5.7690,5.8884,4.3350,-2.8405,2.3044,4.5641,4.6445,4.1860,4.5490,2.3137,4.8801,5.5307,5.3897,3.2720,6.3135,0.9165,0.0534,8.7487,-1.9869,-1.4094,-1.1628,-1.8441,-1.9524,-0.4133,-0.3585,0.0293,-0.3068,-1.1904,-1.0493,-1.2637,-2.8852,-4.3614,1.6755,-4.1809,0.3852,3.5681,0.5635
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,10.0079,11.0794,10.7849,5.9383,5.8791,8.3489,-7.3054,8.8634,5.2277,-1.0164,0.9010,-6.8745,-1.8252,4.6577,-2.1202,5.3358,0.0450,5.9044,6.2222,3.4145,-1.6622,11.3305,-1.3251,1.4187,2.3992,4.3739,30.0120,11.2187,4.2841,8.0281,3.8982,7.1822,3.7200,19.2189,7.4928,26.1702,17.9857,17.6636,11.9566,19.5923,13.3752,4.7300,5.5560,5.3343,4.7533,3.0642,-1.4976,1.2349,0.6882,-3.5576,1.6268,4.2089,
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9182,-8.7672,1.5288,3.9319,6.2335,3.9077,-4.8491,-2.0298,-0.3767,2.4613,5.2181,5.7030,2.3411,10.4281,4.6681,8.0288,7.2338,9.3075,-5.5174,-3.9012,4.5171,1.9250,0.2700,4.1207,3.1605,2.8575,8.1965,6.0290,3.8532,-3.6775,5.7089,4.1070,2.1485
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0000,-5.0469,-14.5311,-8.6685,-12.5698,-4.1435,-3.7551,1.3999,-5.3000,6.3999,10.0001,5.1001,4.7000,7.3000,7.1999,6.4000,8.2001,8.5000,5.2000,-7.8000,4.5000,4.3000,4.0241,1.7554,0.7363,-1.9727,0.1937,1.8258,2.8072,2.1981,-2.6537,5.6143,-2.0697,3.6000
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-4.2975,11.3338,-9.8204,-12.4650,7.0095,7.0089,6.9160,7.0138,11.0074,6.0014,1.2066,0.2631,3.4381,1.4098,-2.1138,19.5046,1.9941,9.1508,11.8699,8.9516,5.4362,1.8108,5.9803,-4.2408,4.4027,5.4721,-0.0240,4.4988,-0.0365,-2.3993,-2.5144,5.8727,-8.1087,-50.2481,35.2241,12.7457,13.8498,8.8587,4.3519,8.3709,8.4846,13.1921,2.2024,7.4477,9.3779,9.2271,7.6333,11.1613,6.2483,7.3347,7.9584,8.6415,4.7198,6.1672,8.8569,5.9707,3.9182,8.5165,9.4474,-3.3737,10.8580,8.1577,8.2413
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,13.5135,1.5873,7.2917,-10.6796,-3.8043,9.3220,-0.7752,6.2500,10.9091,-6.1931,-9.0291,-0.9605,0.4310,1.2876,3.9195,5.5046,0.4831,-1.4423,3.7073,-4.4215,-2.3000,-0.2000,4.1000,-2.5421,6.6736,7.1790,0.6434,2.1949,2.1854,5.0930,7.3901,5.6520,5.2126,3.0873,6.6392,2.1321,0.4860,3.5561,-0.5417,6.1247,3.8491,-3.7321,0.1073,0.6599,3.8504,7.9839,1.4063,-0.6096,4.4519,-3.1084,-7.0788,-5.3063,7.9920
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4656,9.0494,2.1794,5.5783,0.3108,3.8730,4.5488,2.4251,3.8301,7.1093,-0.5009,-10.3210,-5.4737,-8.3148,-7.0445,-0.7840,-0.7024,2.2915,2.3444,0.2583,1.4939,2.0657,-6.6479,8.4631,,
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,5.3753,2.2910,1.5923,5.6838,5.3781,1.6393,23.4175,2.8973,16.3432,-1.0814,-10.3139,3.0928,-3.8740,-6.0305,9.2999,-5.8321,-2.9301,1.9987,3.1353,-2.1526,1.2010,0.7000,1.1000,2.2000,2.0000,1.5000,0.9963,2.5000,2.5000,0.4484,3.0645,3.3602,8.2915,3.5379,6.6146,8.8661,3.6415,6.2288,3.3024,1.4484,1.9994,2.9429,5.1197,4.9062,1.5397,5.1768,4.1130,4.3781,2.0143,2.6249,1.8993,0.0653,-0.4744
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.8769,11.9227,8.6961,8.7768,12.1368,8.1811,8.9094,7.6601,6.0379,52.5921,20.5122,22.9306,24.1706,16.2279,-8.9286,17.8210,7.0934,-5.2197,11.9194,5.6525,1.9429,-20.7299,-16.0514,-4.6615,-9.7945,17.0128,-6.6325,13.1093,-0.5031,15.1935,15.0079,3.9875,-1.3637,0.5587,0.2121,2.6374,1.1038,2.8933,-3.7633,5.6254,-1.2108,-2.8192,11.2421,7.9585,5.5738,2.7884,1.8471,6.2498,-2.0593,5.0395,10.9938,5.4089,2.5348,3.8114,4.5091,1.8845,0.9110,3.1992,1.0977,-3.5815,5.0751,7.4860,-0.7549
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.9934,-0.1362,1.8645,3.8839,1.3322,2.8768,-1.2198,6.2908,-6.5541,8.5620,-0.1404,6.3832,-5.5832,4.2008,7.5357,8.9205,-2.6829,-3.9539,7.0017,3.9878,5.1802,8.0104,-5.6475,3.9358,3.4631,3.1270,6.2559,-0.8166,3.9738,-0.7463,2.6600,1.3202,1.3602,-0.0475,5.4686,2.0200,3.0456,5.8985,6.2833,3.8872,4.3109,0.0687,5.5940,4.6433,4.3102,2.3308,2.8271,3.7032,2.7521,3.3909,1.3341,4.0030,2.4124,6.2241,6.3670,6.3561,7.4075,6.2092,4.6136,1.3421,6.5440,3.8219,3.7000
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2641,7.2074,3.3409,-9.4242,6.1318,6.8788,6.3804,4.3878,9.0282,5.5303,5.1078,6.4395,5.6556,-2.7318,0.7310,2.0363,-0.6815,2.8926,-1.5895,1.8061,3.3386,2.1012,4.4951,4.3317,-0.9032,7.7259,2.5500,2.5278
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-4.8823,8.4086,10.1356,5.9192,-1.0606,13.8965,0.5047,7.5532,0.0000,8.8719,15.8518,6.3083,9.0542,1.3028,3.1774,16.2776,-6.1902,21.1517,15.7943,-5.1007,-3.8768,-2.0711,-0.6162,4.3056,10.2937,0.7619,4.8746,5.3264,10.2857,7.4548,2.7604,7.1730,7.3034,-2.4366,0.4850,9.9979,12.1936,2.4674,1.8720,4.2532,-2.2712,1.2128,-5.8871,-2.8505,9.0058,9.4061,8.8761,-2.7259,-2.4794,4.5051,9.5098,3.1107,1.2537,4.0637,8.9140,12.1175,6.9542,4.9395,5.5143,-11.7399,0.5523,14.9769,3.1617
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.8090,4.5410,1.6997,6.6852,7.1802,1.7000,0.0363,2.0199,8.5254,8.6205,3.4659,0.9002,2.2566,3.4998,1.6692,-0.4492,0.0467,2.4063,4.5113,4.8435,2.8814,4.7818,-2.1028,4.0930,-5.3113,1.2360,7.2313,-7.0800,0.7300,3.3500,2.3520,-19.0129,1.3746,-1.9474,-7.9998,1.7538,-5.8771,1.7850,-1.9793,6.6527,-6.3455,26.5241,9.4836,6.4788,4.3535,4.2831,7.9766,5.4359,3.2094,6.6375,6.0098,15.2017,21.0790,4.5593,-20.4911,6.3467,3.7538,3.4729,5.2537,-1.9685,4.1047,3.4575,3.4308
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,8.1375,7.5534,10.0402,-3.1032,7.8343,10.1801,12.5086,13.5270,13.8338,13.9420,12.4134,13.3156,10.6030,6.1174,3.9887,7.4372,6.8524,7.7772,9.5544,10.1134,10.8159,7.1021,8.5545,8.7923,-0.6227,1.3428,10.7979,11.2636,10.1588,9.8209,6.6884,6.6398,11.4597,11.0957,7.1754,7.4714,8.3162,-2.1910,5.7184,9.0383,-1.0709,3.9234,4.5483,9.9400,7.3663,9.0068,9.0215,1.8635,0.1280,14.5197,6.2149,4.4355,4.8176,3.9355,2.9768,3.5886,4.5129,3.5171,1.3451,-3.8698,9.6908,3.8381,1.0750
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2000,4.6000,1.3905,1.3067,1.5804,0.1058,0.9678,-7.5352,-6.8570,10.9650,-13.3168,4.5776,9.8000,3.4000
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.5738,-6.7215,1.9013,6.2055,5.8435,6.6199,5.9258,4.0761,-0.1059,1.1665,3.2538,4.5094,5.4991,5.2789,6.6235,8.4932,10.8320,5.5749,-5.4555,6.7166,2.6715,1.3188,0.6327,2.6972,5.1672,1.9440,2.9381,4.0304,2.5113,-3.3297,4.7712,1.8700,1.5965
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.9001,-5.4637,2.8434,5.3275,4.1072,3.2030,5.0498,3.2794,5.3327,3.6724,3.2166,3.5056,2.9603,4.3592,3.7980,5.7464,6.9802,3.5098,-7.5484,1.3437,0.8613,-2.6394,-1.0293,2.7682,2.2101,3.1919,4.8154,4.4544,3.5227,-4.2409,8.2285,2.4608,1.5869
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-1.7970,-1.6696,3.8906,0.1702,-3.1323,-0.2014,8.4213,1.2502,4.2643,2.2000,6.0000,12.7000,4.0000,8.1000,10.0886,1.6099,-0.9141,1.2915,-0.4857,-14.2770,-7.9566,-2.8000,6.5235,7.6833,7.3578,4.1383,3.6397,6.2260,2.8643,9.7084,7.4299,2.4660,5.2377,1.1892,1.6761,5.5547,3.0753,2.7460,1.7486,-3.3811,2.5643,2.4025,2.9501
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-3.2620,7.0767,2.8088,-6.1106,-5.9437,9.0987,5.9409,2.0300,-1.6996,4.5814,2.1384,14.8810,-12.1494,0.7525,14.6952,-1.8479,13.6453,5.7994,-4.9869,1.7929,6.2642,2.7670,-11.5765,3.2657,9.5299,-2.1459,10.0877,3.4152,3.8077,2.3269,2.9506,-8.4883,3.9906,-17.8470,3.9906,8.0460,1.1805,6.5865,7.3183,7.1103,7.1103,7.6303,7.6303,7.1103,7.1103,6.4864,6.6944,6.6944,6.6944,6.6944,6.6944,6.6944,-2.7086,7.5264,9.9468,6.4186,9.5073,2.9890,3.6304,-2.5631,3.3110,2.4381,3.1030
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.8447,6.1779,7.3737,7.9396,6.1228,4.4384,7.1965,4.1534,4.7159,5.2487,4.2789,1.6548,4.5719,6.1111,1.6954,2.2499,-0.0940,3.0145,3.7905,6.6206,5.3608,-0.3834,-1.8466,5.0992,-1.2115,0.0178,2.1007,4.2001,2.3948,-0.3178,-1.0182,-2.1370,1.2336,3.2000,3.1000,4.3000,2.6000,0.5000,2.4000,4.2000,2.7000,3.7004,2.9491,4.5546,5.2771,5.6038,5.3605,3.1910,-1.5381,3.0397,3.1686,2.3962,2.4855,1.4138,1.3219,0.6646,1.1579,1.5568,0.2599,-5.9634,4.7031,1.9104,0.6017
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0416,5.4934,-4.6403,-46.0821,13.1297,3.3736,-10.7934,,,,,,,,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.8387,9.9534,9.5965,5.3085,6.2531,7.2461,4.3403,6.5970,8.9070,4.2450,4.6495,8.1497,7.7885,5.6188,0.5422,3.3038,2.8386,1.4630,0.0415,2.2087,-0.1325,1.2465,1.7701,1.7847,2.3214,3.2533,5.5471,5.0943,4.8270,3.7814,2.5460,0.9292,-1.0315,2.3832,2.7575,2.6606,3.7025,4.3931,4.4906,5.2459,3.9330,2.7309,2.9819,3.1227,3.6521,4.1027,3.6047,0.8871,-3.7631,0.1629,-0.8144,-2.9589,-1.4033,1.3958,3.8385,3.0378,2.9758,2.2845,1.9840,-11.1673,6.4032,5.7706,2.5033
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,3.8180,2.5167,3.9064,2.5370,5.0238,6.4390,5.8011,7.7168,3.8466,1.3069,-0.4105,7.0574,3.8458,6.1262,3.3351,5.1006,5.6538,6.4036,5.8460,5.6995,4.1415,4.8140,5.0991,4.9994,4.3555,1.7256,2.4727,2.2993,6.4000,4.6000,4.4000,6.9001,5.5999,5.5001,3.8000,6.4054,4.6984,4.3005,6.0000,-1.5454,3.9647,5.9403,5.4451,6.2417,7.6683,6.7968,5.9501,3.5389,8.0160,8.6695,8.6322,4.0517,6.3780,4.2060,5.0536,6.4607,2.3101,-0.2205,-4.6245,4.2075,-7.3468,-2.2980
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,3.9099,7.5977,8.4401,1.5469,0.5477,1.1867,8.8658,8.5501,10.8570,6.5503,9.2254,5.4798,4.8773,-1.8647,4.2690,6.8019,5.3017,5.3831,5.8428,6.8240,-0.4867,3.2199,10.0428,5.2534,1.3677,-3.9334,3.9963,9.7328,3.1504,0.6006,11.1785,-3.3793,0.0440,1.6166,-0.5258,5.7098,7.3656,0.6941,3.9327,0.2209,2.0035,2.8313,-15.3545,0.4797,10.5228,3.4312
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,10.3119,3.7927,-2.2205,6.3103,2.0863,4.9654,7.2656,8.2878,14.4020,3.9237,13.8997,8.9810,9.8907,0.3757,7.9531,0.5832,1.5986,1.7482,2.9226,-0.6941,6.2865,2.6706,0.0487,-3.4081,0.4165,4.2646,7.2674,-0.4103,6.1953,1.6916,4.9493,-2.8289,0.3300,4.3269,-0.1088,-2.0050,1.5207,0.1021,3.4279,3.3796,2.8868,-0.6540,-24.5044,12.2299,18.0754,3.1900
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,5.0000,-8.0000,-8.0000,6.5000,-12.5000,4.9000,,
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.5273,3.6943,-6.2653,3.6697,0.8849,0.0000,-9.5238,6.5097,2.8608,10.7459,2.9681,25.8315,-11.1013,-8.8206,-7.6087,10.3768,13.2294,9.7775,3.3822,2.4427,4.6139,4.4768,2.1686,6.5863,6.1793,5.5997,0.4380,14.0747,1.4056,4.1492,1.1356,6.3779,4.2507,-1.2476,7.7667,1.2879,3.5052,4.0902,2.7103,1.6390,1.7482,5.3421,6.6913,4.1147,2.4886,6.9969,3.3230,0.4046,-1.3782,-4.4705,-0.6063,1.1691,2.4625,1.2503,2.7832,4.1459,1.4488,3.1756,0.6617,-3.7391,0.7538,7.1598,6.0161
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.0224,6.9158,-2.8470,-1.1204,6.7771,-3.5751,1.4241,1.9632,1.3894,5.9251,2.2473,-5.0710,0.6322,11.4453,15.7135,16.6652,6.2239,-5.9310,-5.0186,1.5243,7.4376,5.9587,2.0625,-5.0089,-6.2810,5.4138,14.2209,-0.3311,8.9314,-5.4701,7.5109,6.5779,4.5687,1.0062,5.9971,5.9191,18.3127,4.3085,3.1041,6.3459,6.5004,6.0065,6.2888,5.1409,5.6435,6.5314,5.7353,3.8467,-2.7677,3.8582,-3.2135,-17.0047,1.9551,4.6614,1.9102,3.4676,0.7093,-2.6809,-2.1783,-3.6298,-1.8685,-0.9578,-12.0468
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.8000,3.9000,5.6000,6.5000,12.0000,19.2000,12.1000,7.6000,4.5000,2.7000,3.9000,-0.6000,-1.8000,0.4000,2.8000,8.8000,10.2000,6.6000,-0.6000,-8.8000,7.1000,-4.2000,-3.9000,-1.9000,2.0000,0.8000,-6.2000,7.8000,4.2000,-4.5000,2.7000,0.4000,-6.7000,3.4000,0.0000,1.0000,5.7000,2.3000,-1.4000,2.1000,4.2000,2.8000,6.3000,8.5000,4.5000,5.7935,5.1115,4.1434,3.0137,5.1688,5.8494,2.6903,2.9334,0.2555,-3.4130,-4.9117,1.5660,4.9483,1.1676,-15.9752,-2.4354,2.4337,2.0755
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.6813,4.2590,5.3279,6.8212,3.8215,2.0908,3.3654,3.6385,5.0091,6.4737,0.9446,2.2887,3.9680,3.1982,2.5529,1.0581,-1.5963,1.7515,3.8400,1.7000,0.4548,1.2487,1.9006,4.2295,2.1604,2.6913,3.3538,2.5590,2.6548,0.7547,-1.1460,-1.1586,-2.0656,3.9300,3.9352,1.5795,3.0705,4.3118,4.2472,4.7663,1.4495,2.1969,2.3098,4.3369,2.8588,4.6628,3.4392,-0.4506,-4.3398,5.9521,3.1953,-0.5883,1.1878,2.6578,4.4893,2.0706,2.5679,1.9500,1.9862,-2.1702,6.1470,2.6632,-0.1962
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,8.1087,4.7899,4.8792,5.2564,2.1046,2.4615,3.0559,3.5880,5.6329,6.3774,4.0754,3.2005,3.0499,1.4549,-7.2832,-1.4037,2.4337,0.4091,2.4915,4.6020,1.6013,-1.3094,0.6391,3.0085,3.6736,1.8586,1.5855,3.2776,4.3308,3.6746,-0.9158,-0.0437,-0.1260,1.2698,0.4809,0.4713,2.2613,3.0300,1.6627,3.9587,1.5757,-0.0732,-0.0324,2.7017,2.7497,4.0736,3.9164,2.8080,-2.2974,3.2434,1.8131,1.1793,1.7921,2.3499,1.6446,2.0687,1.3628,2.8604,1.1420,-2.1417,5.3919,2.5683,0.7161
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,10.8331,24.5213,-8.6527,9.2714,2.2994,-7.6591,8.2577,3.7291,18.7679,-1.7969,8.9558,25.6607,-10.4699,25.7958,16.3516,12.2544,-1.7995,9.9426,0.8880,14.5081,7.7553,2.7891,2.3203,-7.6106,9.3508,-7.9529,1.6823,18.0111,-13.6473,3.7396,7.6665,12.9728,6.1509,7.2130,7.0266,9.8256,5.0238,6.7853,-3.5534,0.6756,1.0473,3.9548,7.2044,6.9030,6.2151,5.0462,5.6746,4.4767,5.9120,5.1919,2.8500,-26.3390,-26.3001,-10.3103,-4.1798,-6.4056,-0.7233,1.3932,1.2207,-0.1823,1.2997,,
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5000,-1.2000,13.9000,-6.5000,-0.6000,-7.1000,-29.0000,-16.4000,-21.3000,-12.4163,-16.7000,1.6807,5.3129,3.6996,8.3243,9.5808,10.8000,11.0000,10.3000,6.7000,7.0000,7.8000,7.9000,3.9000,6.5000,7.4000,7.5000,7.4000,6.7000,6.0193,6.9000,7.1000,7.6000,7.4000,4.4000,9.4000,8.0000,8.3000
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.1383,9.0967,6.2600,5.5112,4.3647,11.6437,5.5233,6.2856,3.2616,-46.4330,3.9015,7.1153,6.1920,2.1134,3.9894,3.3060,0.0496,2.0840,2.5002,2.7380,-0.9788,-0.3677,-0.3916,4.6730,1.2449,5.4957,4.7965,7.2554,3.7644,7.0451,2.0720,0.5843,1.2058,1.5677,3.5699,4.5444,3.5253,3.7085,4.8639,4.5208,6.0708,7.0932,6.6728,7.5038,7.4763,6.5322,6.7685,5.6864,5.2691,6.3365,7.6722,4.5002,6.7816,6.7325,6.1606,6.8671,6.7623,5.4681,5.8000,1.9920,4.3214,4.5660,5.1881
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.3621,7.5543,7.9998,6.8310,8.1817,11.1225,8.6160,8.1223,6.5507,11.4079,4.8954,4.2785,10.2364,4.4663,4.9704,9.3268,9.8435,10.2957,5.3718,5.1735,5.9069,5.3523,5.5842,5.7524,4.6472,5.5338,9.5189,13.2881,12.1905,11.1672,8.5583,8.0834,8.2519,7.9970,8.1203,5.6519,-2.7536,-7.6340,4.5723,4.4552,3.4442,6.1490,7.1892,6.2893,4.1876,4.9678,5.4352,1.7257,-0.6906,7.5134,0.8401,7.2428,2.6875,0.9845,3.1340,3.4352,4.1777,4.2229,2.1146,-6.0500,1.5682,2.4628,1.8828
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7143,10.4595,10.2048,7.1228,6.6813,7.9822,4.0000,-2.0000,-35.4524,58.0781,16.3514,-6.7037,-2.1823,0.4000,2.9846,-4.1161,10.2654,11.3948,10.1470,9.3315,5.9585,4.8606,3.1044,4.4725,2.7973,3.3682,-3.1446,-0.6928,23.4120,31.9619,5.3155,-20.5416,-14.3584
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,12.1693,3.7737,4.9997,14.2860,15.4597,9.4087,5.5004,5.0237,10.8309,2.5243,0.0000,7.6252,3.8375,4.8328,2.4405,-2.0515,6.9591,11.0454,-5.1677,14.5770,-3.3152,-3.5824,-5.4140,5.5556,5.5556,1.5865,0.5102,6.6424,4.0600,-0.2437,-0.7000,-3.9807,-15.0958,14.9824,7.8458,8.8362,14.3774,-2.2999,2.4818,-0.7835,0.8234,3.8266,6.7202,-0.9787,-4.6663,2.6501,-1.1751,4.0356,5.4538,5.8544,5.8233,6.3027,5.8243,5.6332,5.4680,4.2149,4.0081,4.7951,4.9229,1.9922,5.9909,5.7595,6.4079
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,4.7413,1.9824,1.7384,6.5585,2.1187,2.9856,-1.8819,0.3899,-2.0441,6.4149,0.2520,3.7381,4.9525,7.3785,1.8055,1.2234,2.4588,3.7109,0.8760,3.7489,4.8480,2.3080,-2.4107,0.0810,-0.1486,0.2711,4.7502,-5.1991,0.8035,6.8183,0.8231,0.3123,2.0187,1.1719,6.5710,3.3224,0.2412,0.7065,0.4886,-2.6675,-2.0115,
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,14.0371,2.7425,5.6046,7.6305,0.6939,4.0568,2.0425,5.2151,2.7307,3.5336,1.0403,5.7803,1.6564,3.8076,1.4780,6.4051,9.1218,10.0165,3.5994,10.3908,4.5772,3.7993,-10.3003,-5.7509,-4.1194,-3.2792,-4.5618,-3.9197,-0.8299,1.5092,3.1124,10.0930,-0.6691,3.5672,3.8099,7.1345,7.5229,8.1246,8.0248,6.9014,4.1685,7.9367,14.4410,7.9501,6.2089,13.2081,4.7542,3.3917,-4.3917,3.3232,-0.2944,7.4468,3.5318,3.8536,-0.7775,-7.5271,-4.8008,-0.6025,0.3613,-9.0779,-1.0374,1.4822,2.1032
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,-4.5901,-10.7340,-4.6759,-2.5367,3.4549,0.1620,10.4097,4.7478,4.6696,10.5602,17.7427,-0.6546,8.0748,7.1561,7.8769,3.4111,6.4405,6.5675,7.4187,5.5141,-0.4937,4.6819,5.7488,5.6486,-1.4470,6.7014,0.0722,1.7467,7.9498,3.9045,7.8057,2.1898,3.1784,2.3517,7.1461,5.4409,4.7838,6.0546,4.7100,3.7963,1.3226,4.7024,6.2358,3.4865,5.2441,6.7095,4.2378,3.0435,2.9711,-2.0466,4.2167,2.4299,3.0903,0.9677,1.1174,2.2378,2.6249,1.5878,-8.5918,4.6052,2.6040,0.4236
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.1561,5.5714,9.0663,5.4591,2.8235,11.2128,4.7325,6.7780,4.0811,3.2335,5.5667,7.4258,3.2623,5.5945,7.1741,10.4612,3.4067,1.5029,-0.6241,-2.4474,4.8566,3.5632,4.9711,6.7120,4.2413,7.0120,9.4855,2.3207,0.2902,9.2661,0.7203,5.0356,7.6513,-4.6681,7.8783,7.3797,7.5777,2.4042,-3.2632,6.9332,-5.7500,6.4477,5.7632,9.7959,8.9923,6.9480,5.0435,0.8150,-4.8232,8.4271,11.2001,4.7885,8.4858,4.9397,6.0845,3.3231,7.5020,3.0132,0.8185,1.8598,11.4394,5.5335,4.5169
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0236,-4.2553,35.3846,-4.6053,-14.9660,1.5000,-17.2999,-7.2000,6.7000,-11.4000,7.1000,16.5000,5.4691,4.3438,0.2572,3.2688,5.0004,13.0340,10.9733,11.0593,14.7000,6.1000,9.2000,14.7000,11.1000,10.2000,10.3000,6.5000,6.2000,6.5000,6.2000,6.3000,5.9000,6.2000,6.2000,6.3000
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9723,1.0709,8.7113,11.3148,7.2512,-2.5000,5.6106,5.3109,-26.7829,9.0255,6.2000,1.2000
